Gene
OXA1L
USPL1
ZNF532
SNORD113-2
NHLRC1
LINC01505
ZNF445
TRAPPC2
RPL9
KCNE2
MARVELD2
MEF2B
HCG23
EIF1
TBC1D32
PAQR7
MINPP1
ZNF45
SELENOI
SNORD100
NME4
UFSP2
SPDYE3
TRIM13
PLD5
RPL10
CCR8
UBE2L3
ZNF630
NALCN-AS1
OR2T33
YBX3
LGALS7B
C5ORF52
THAP7-AS1
ICA1L
PATJ
VWA8-AS1
AFF3
RPL11
ACKR2
INPP5B
NME2
CASP8AP2
IQSEC3
SNORA80B
LOC100289561
SCEL
GLIS3-AS1
LCA5
LINC01096
EDN1
NME1
SKP1P2
LAD1
QSOX2
FCN2
ERVV-2
UBE2N
OR10X1
CEP104
ASB6
MGAM
DMBT1L1
INPP5A
COPS3
PEX11B
AKAP13
RPL13
CCR7
L1CAM
ZNF821
NAGA
TGFBI
DCAF1
DPP10
UBE2V1
BAZ2B
SFT2D3
CTSE
CPZ
INPP4A
ZKSCAN5
DYRK4
LINC00575
ARHGEF16
GAREM2
PMS1
AKAP4
RPL15
CTNNB1
DCC
SART3
GJA1
FAM66C
SERF1B
HCG25
UBE2V2
TUSC2
KCNU1
ZNF883
CITED4
CCR4
CBX4
MANSC4
LINC00518
SPDYE2
RPL17
EDA
DOCK4
CNOT6
ZNF705A
ARMC3
UBE3A
SNORD114-10
CSAD
CCR5
CHST1
TCF7L1
STON1-GTF2A1L
AIRN
NXT2
GTF3C2
ATP13A2
NAMA
BCL2L10
ATP6V0CP3
DNAAF4-CCPG1
TRPM1
FTO
SDHB
SPRYD7
CEMIP
ACADVL
BTN2A3P
USP16
SH3GL1
ZNF232
FAM86B3P
PEX10
LANCL2
SDHC
DEFA11P
ADGRL2
THAP11
PSG10P
LINC00690
POTEB
GAK
PEX12
CDH1
UGT2B11
C2CD4D
ZNF815P
IFT172
NLRP3
CSKMT
SNORD114-24
DPPA2P3
TMEM240
SLC6A20
VANGL2
DELE1
PEX13
KCNG2
POTEKP
GUCY2EP
LINC01097
LINC02418
PGBD3
FRAT2
BLNK
SLC20A2
BCR
SNORD114-23
CUBN
RBFOX1
ZNF891
TTC7A
MBD1
PEX14
GLI2
LTK
NOP2
LINC01741
ALKBH2
EXOSC2
ZNF800
B3GAT1-DT
LINC00842
GPR63
RGS22
GCA
ZDHHC9
PLEKHH1
ZNF283
IGDCC4
MZF1
PF4
PIEZO2
NODAL
HCG14
C8G
SPATA31A7
RSPH6A
APOBEC3B-AS1
FBXO46
MUC16
KRTAP1-4
KRT24
LMOD1
SLC45A4
LYPD5
FPGT
LINC00408
GAB3
GK
PF4V1
ZNF41
ARCN1
ALDH1L1
COTL1
INSIG1
PTBP3
MTG2
BCL9L
HOXA11-AS
PTCHD4
SNORD114-22
SEC13
RPL7A
TMEM187
GPR33
MED28
AGO3
ADGRG6
USP31
SHROOM4
TMEM169
PFAS
NMT1
FOXN4
DICER1
SLC12A6
CTTNBP2NL
SEC14L1
SLC39A6
CYS1
GFOD3P
PRR12
LMAN2
ZNF575
CFP
BRINP3
RGMB
ZNF43
AREG
IFNA7
NQO2
C15ORF32
MARK2P9
EMC4
MIR3936HG
MECR
TEX264
LINC00997
BCLAF3
TMOD4
C10ORF71
IL4
SIRT5
TMEM179
BAMBI
MYOCD-AS1
C1ORF56
ALG8
ADH1B
SSBP2
EIF2AK1
WIPI1
ARF1
GALR3
CDX4
LINC00548
VAX2
POP5
GARS1-DT
TSPAN33
LRRC8A
SERP2
GGNBP1
ZC2HC1A
ARF3
EPC1-AS1
UCKL1
LINC00347
CACYBP
SUSD4
MARCKSL1
PPM1H
IFNA8
STPG3-AS1
ZNF644
LINC01126
ABHD17B
CCDC61
PLN
MAPK11
SNX25
SNORD83A
SPDEF
LINGO3
SLC25A51P1
TIPIN
ISY1
ADCY5
TMEM170A
LINC00547
KRTAP2-2
ITGAV
ARL4D
PCDHB5
ADCY7
SNORD83B
SIRT4
MYORG
SSH3
ADCY6
GPR6
PRRG4
B3GALT6
RPL17-C18ORF32
SERTM1
LINC00900
AIDA
REREP3
USP25
ADCY8
PROP1
SLC7A11-AS1
LINC01349
FOXR1
ZBTB11
ZNF302
PDPR
SNORD116-5
IVNS1ABP
PRRG3
HOXA9
MERTK
TMEM70
RPL10L
PHF20L1
PPM1L
FBXO40
ZNF341-AS1
CXCL17
FAM107B
SNORD139
C16ORF86
TEX15
SLC52A1
CHCHD1
LRRC37BP1
GOLGA2P7
PJVK
ASPSCR1
SPMIP2
HCG11
NUTM1
GRM7-AS3
SSR4P1
CLEC10A
COL4A4
NAMPT
CT55
EPSTI1
OR10H4
RHBDD3
PLD4
MESP2
PPP1R3G
PSMD6-AS2
PACSIN3
SCAMP1-AS1
ADCYAP1
TLX1
RAMAC
CLRN1-AS1
METTL9
ZAR1L
TRMT6
GPR157
KHDRBS2
SPATA6L
PTH2R
RRN3
CSTF3-DT
KCTD8
NHLRC3
C8ORF44
PRKCZ
ZNF674-AS1
ADCYAP1R1
APH1A
PIGX
KRTAP12-1
LINC01806
ZCWPW1
TACC3
RTTN
C16ORF87
MCMBP
DDX6
CNOT4
MPHOSPH6
COG5
TMED11P
TCAF1
ADD1
MCTP1
P4HA2
IPP
GAGE2A
LGR5
TMEM26
CFH
ZNHIT1
TSNAXIP1
NME6
FSTL5
LINC01829
CHRNB1
FREM2
ERCC6L2-AS1
GPR174
ADD2
CLSTN3
FAM230I
CR2
ALDH1A2
LRRC72
FAM174A
PDX1
PMP22
LINC02115
BLZF1
PRSS35
OR5D18
CDC40
PIBF1
USP17L25
PHACTR2
MRPL42P5
DNASE1L3
LINC00525
REEP5
COQ9
SLC30A9
TMEM204
CDK5
HOOK1
LRAT
PPIH
PHKA2
SLK
OR2M1P
CCDC3
MIR503HG
SPMIP3
HINT3
ANKRD26P1
MBTPS2
HDHD5-AS1
NUTF2
FGF2
OR5D14
SFTPA2
ZNF225-AS1
OR2M2
CLDN10
BHLHA15
GAS5-AS1
PGK1
GEMIN8
STC2
KRTAP9-8
PCMT1
MARCHF8
OR5L1
FAM138B
GREM1-AS1
SNHG16
CHST15
SLC39A13
DNAAF3
GPRC6A
NDUFA6-DT
KREMEN2
C22ORF39
CRYBB2P1
NOC4L
HPDL
UBR5
ALOX12P2
FST
EIF2AK4
MTCL2
DHRS2
ENOX2
SH3GLB1
PPM1G
CYBB
SHCBP1L
ANKRD30A
MRPL45P2
MORC3
TIMM44
PSMA8
TLDC2
H3-5
DCLK1
CALCRL
MAMDC2-AS1
PLA1A
OR2G2
URB1-AS1
LINC02894
TYSND1
PHF5A
TLX3
NF1
SSH2
SPATA31D5P
UGT2A3
RPL21
UBP1
CEP170P1
COL6A6
OR4C6
LINC-ROR
SEC14L5
SNX14
TRABD
RNASEH1-DT
TRIP11
PPFIA3
RGPD3
NOS3
THG1L
FER1L6-AS1
A1BG
LINC01013
DYNAP
UNC5B
UBTF
VDAC1
TFAP2A
MYO1E
UPK3BL1
TUBGCP5
L3MBTL4
TCF23
AGPS
ZNF530
SHROOM1
A2M
RNF166
PRSS54
LINC01254
BCL2L2-PABPN1
MED26
EIF3E
RPL22
LAPTM4A
SPAG17
ELFN2
LMO4
SPDYE6
TMEFF2
RAB25
TMEM145
A2MP1
RPL23A
CHODL
POM121L2
INSRR
TEX101
HS3ST1
UCHL1
OR4S2
ZNF670
FMNL2
PRR19
EGLN2
NOS2
APOL1
AKR1B15
PVRIG2P
CEMIP2
IGFL4
NOS1
CABLES1
ARHGAP32
LINC01005
IKZF2
ARHGAP5-AS1
FAM187B
DNASE1L2
TGFBR1
MREG
ELFN1
CGGBP1
TPT1-AS1
STX12
PDE1C
NONO
SMCO3
KHDC1L
VASH1-AS1
UCHL3
DEPDC5
PHKB
FRMD6-AS2
PGAP3
ZNF496
INSR
PI4K2B
ZNF608
PIR
RAB39A
RAMP2-AS1
SAE1P1
NUP107-DT
GLI3
SLC25A51
SMPX
SGSM1
SMG1P3
UPK1B
CHRNA6
ZNF536
TFEC
ACAT1
ASB5
CYP4Z2P
DCANP1
RAX2
SCARNA15
INSM1
FCN3
H2AC1
AFDN-DT
PABPC4L
LINC01350
FRK
ACAP1
STARD4
CLVS2
GARS1
UCN
LRRC63
HTR5A-AS1
ZNF248
INSL4
ARFIP1
LINC00240
KMT2E
MYO3B-AS1
SGK3
COMMD3
SATL1
SLC12A5
SYTL3
UCN3
MED12L
CTIF
CCDC144CP
LINC01124
LINC02483
CACNA2D1-AS1
BOLA2
POU6F2-AS1
SIRT1
ZCCHC9
ESCO1
INTS1
PNMA8B
CFLAR-AS1
SNX29
MYDGF
DPP9
OCM
SSPOP
ACSS2
ZFPM2
MBL2
ZNF599
OR10Z1
TMEM248
PDP1
ENOX1
SMG9
ARF5
ZNF236
ZNF100
ATP10D
GALC
TMCO5B
BRF2
MTHFD2L
PDGFC
H3P6
HPF1
PGAP1
DIRC1
ANKRD65
KCNH3
MSS51
ANGPTL8
PSME1
CD46
GPR34
EIPR1
MARVELD3
SERPINA3
AMIGO1
GPR152
GPATCH3
EGLN3
PSMG3-AS1
MRTFA
ARG1
KRTAP11-1
LINGO1-AS1
PLS3-AS1
DNTTIP1
KCNH4
CFAP70
NXF3
CMAS
TRIM16L
PRMT6
CSMD2-AS1
RPL18
SLC20A1
C14ORF180
ATXN10
GAPT
STRIP2
DOC2GP
NPBWR1
TMEM132B
PNCK
UPK3A
CNOT3
CRB1
KYAT3
ZNRF2P2
NXF2
GUCY1A2
CTAGE8
LINC00654
ZC4H2
TMEM150C
BPIFC
SLC47A2
AFF1
MARCHF5
SLITRK1
H1-10-AS1
BCO1
PCED1B-AS1
PCNX3
CNOT2
LINC03016
NMRAL2P
MLYCD
RNF114
LYSET
SUMO1
RPL19
POM121L1P
CFAP251
HHATL
SCAF4
DUX4L5
GPN2
IRAG2
SPP2
MYT1L-AS1
SNORD101
AGPAT5
TRIM16L
BMS1P21
IRGC
ALOX15
LINC01477
OPTC
SNORA11D
RALGAPA1P1
RHOB
TRAPPC12
CLEC19A
CYLC2
TRIM72
TRNAU1AP
ZNF638
LMCD1
PTH1R
VAT1
RAD51AP2
SPIDR
KCTD4
DPH5-DT
SRP14-DT
RABGAP1
C1QTNF9B
RHOC
TRPC4AP
AGBL1-AS1
LINC02911
TMPRSS11A
COMMD8
KLRA1P
VWA1
ZNF689
TLCD2
CNGA2
GLIS3-AS1
RAD51-AS1
CYP4Z1
RASA4CP
CYBRD1
LINC00310
SNORA70E
ADH1A
USP20
ZNF841
LINC01550
ADH1C
NOP53
SPECC1L
RALGAPA1P1
XRCC6P5
RPS6KA6
PLIN2
XXYLT1
TRIM52
CRTAP
NUP85
PURPL
OR8G1
MSLN
YLPM1
SPMIP7
NPPA-AS1
ADH1B
FAHD1
DNAAF11
ZNF615
LINC01364
BICRA
CEBPA-DT
FTO
SYNCRIP
COL5A1
ATP1A1-AS1
LINC00588
PRICKLE2-AS1
LRRTM4
CARM1
LINC01467
LINC01446
CARM1
GPR31
ADH1C
HTATSF1
SLC13A5
CD200R1L
RCAN2
OBP2A
ZMYM2
TDRD5
LRRTM4
C16ORF87
ZBTB20
ARL10
LRRC23
UPK3B
NCOA2
GSDMA
ADH4
ZC3H7B
DCANP1
CCDC12
AIRIM
EIF3K
KCNT2
PILRA
MSLN
CCER2
NDUFAF3
GSX1
TES
CUEDC1
LINC01851
LINC02902
DIS3L2
IL3
PRODH
DLGAP2-AS1
NPPC
ADH5
FBXO47
TMC7
ART5
P2RY10
PACSIN1
MRPL20
NUCKS1
ZNF625-ZNF20
HLA-DMA
CLDN6
ENOX2
CRYGB
SERBP1
SLC47A2
TAAR9
UNC13B
MORN1
SLC35G5
ODR4
NRDE2
GOLIM4
BAZ2B
MRPL40
NBR2
OR4F16
FAM151B
DYNLRB1
NPAS2
HNRNPR
GABARAP
NAA60
PIRT
EOLA1-DT
NOP58
LINC01441
ITGAE
MCM8
IRF6
CNP
CDH3
SLC35B1
DYNLRB2
NPAS1
CNR1
HK1
PHKA1
IL17RB
FBN1
FRMPD4
ZNF503
NKX2-1-AS1
LINC02208
CDH4
SH3KBP1
IRF5
ZNG1F
NEUROD1
LINC01117
EDNRA
VGLL3
PNP
LRRC9
NDFIP1
MTIF3
LRRC17
USP13
KIAA1671-AS1
LRRC77P
ALDH1A3
PRPF19
LRCH3
LIX1L
TRPV3
CNN2
IRF4
PAX6-AS1
RASGRP2
NUTM2D
DOK5
UBE2S
ATPAF2
SLC16A11
NTRK3
CDH2
CNN3
LINC01546
IRF3
CCDC148-AS1
TEDC1
MEG9
WT1-AS
SHISA2
ERMARD
SMC2
FSCN3
TREH
LINC01192
IRF2
MIR31HG
PLK3
NDUFAF2
ZNF117
LIX1
MYH13
HMGN3
CERS3
FBXO39
APOBEC3H
SNORD115-20
BCAR1
CNN1
ZC3H12C
KRT76
PTPDC1
JPX
SSX6P
DCAF7
RTL1
SEC22A
PAXIP1-DT
NLRP7
CNGA3
CNMD
KRTAP9-3
GARIN6
AP3S2
SMG1P5
TEKT1
LCK
SYNC
MIR210HG
SNORD116-2
AQP9
TMEM223
LINC00839
TEKT4P2
OBP2A
SMIM15
QKI
DCAF12L1
LINC01103
RGSL1
RPL30
DEPTOR
NRDE2
SNORD115-16
OSBPL11
RASL11B
LINC02653
LINC00645
TNP1
BHLHE40
NOVA2
EPG5
C17ORF99
IRF1
RIPOR2
NEXN-AS1
STX18-AS1
SLC35A2
SNORD115-15
B3GAT2
CENPBD2P
LRFN3
INE1
ACOT12
EVI2B
NOVA1
ST7-AS1
IREB2
RPL28
DYNC2I2
TCERG1L
P2RY8
SNORD115-18
SCGB1A1
ZSCAN12
NOD2
VGLL2
KRTAP5-7
FGB
LRRC61
TRMU
DACT3-AS1
WDR6
SLC13A5
INTS11
CCN3
CDC14B
ARRDC4
RPL29
VDAC2
ARL11
SNORD115-17
PCDHA9
UGCG
SCML4
ZNF490
SDHAF4
LINC01094
ZFTA
PIAS1
NOTCH4
OLAH
LINC00923
SERPINB1
SCAMP5
HACD2
IRAK2
CNGA1
TBKBP1
TULP1
NR3C2
LINC01533
UGDH
PPP4R3C
ACAT2
NOTCH3
TCAP
COG7
PCDH9-AS2
SPDYE7P
TPI1
ITGA6
NOTCH2
STARD8
KRTAP5-11
LARS2-AS1
NCBP3
CDC14A
RPRD1A
CBLN2
MIGA1
NPY
TCF21
FAM225B
STRIP1
SLC9A9-AS1
KMT2B
LYSMD3
KLHL17
IRAK1
HOMEZ
BMERB1
ILDR1
PDE1A
PRPF18
LIN54
CNGB1
NOTCH1
BOD1L2
RBM33
TRMT9B
LINC00502
RND3
LINC01304
OR10K1
RASGRF2-AS1
SLC35F2
IPW
TMC8
CDK10
TYW1B
TEKT4P2
TMEM119
SNHG1
ZCWPW2
LINC02087
LRRC4
LINC00210
ZNF513
KIAA1143
REXO1
SIGLECL1
BRWD1-AS2
IRF9
LDOC1
RHOG
RRP15
KCNG3
UQCRBP1
SRP54
LCORL
MAL2
BTNL8
SMARCC1
GPR162
CRYBG2
LRRC10B
PPP1R17
HSPBP1
ODAM
CTNNBL1
ARHGAP1
DUX4L3
ZNF732
FLAD1
C1QTNF3-AMACR
EDC4
ANTKMT
PDZRN3
FLJ44635
SMG1P7
NEGR1-IT1
COPS4
TMCC3
PFN1P2
GABPB1-IT1
SIGLEC17P
CLBA1
ARHGAP4
TMEM160
LINC02308
LOC388282
CEP85
LY96
TUSC8
GATAD2B
SLC39A12
WDR17
TEX14
YWHAEP7
SH3RF3
KLK9
IFNA5
LINC00945
ARHGAP5
ROBO3
IFT22
TXNL4B
XPNPEP1
PLD3
DDX31
UCP1
RPL24
TRIML1
TENM2
PRAG1
UTP20
LINC00380
ITSN1
ARHGAP6
SATB2-AS1
AGBL1-AS1
RPL36A-HNRNPH2
RMND5A
TM4SF19-DYNLT2B
RNF20
UCP2
PPP1R15A
FUNDC2
CENPT
LINC00999
DUOX1
KRTAP2-2
MROH6
ADH6
LINC00841
CISD3
OR10V1
DNAH10
GRID2IP
ARHGDIA
GNA15-DT
LINC00367
MRPL51
TMX4
LRRIQ4
SSBP3
UCP3
CLEC4E
RPL26
ZFP90
MCHR2-AS1
TTLL3
MAP3K15
ADH7
INE2
HOXA5
HAO1
ARHGDIB
POC1B
TICAM2-AS1
LINC00397
PIK3IP1-DT
SERTAD4
SAMD7
RHOH
RPL27
UFD1
SLC19A1
LRRC66
MAPKAPK5
RILPL2
ADK
ARHGDIG
GLG1
LTC4S
LINC00322
MEPCE
RAB40AL
ARHGAP8
CPEB2-DT
NIBAN2
PROC
EMC10
CARMN
CCDC153
DCTPP1
DCAF17
OCIAD1
PCSK1N
HOXA6
SEMA4D
CNTFR
KLHL22
HOXB13
LDLRAD3
HMGA1P7
POLA2
PYROXD1
ATP2B1-AS1
RCAN2
SBF1P1
IRF2BP1
FZR1
ADORA2A
CFHR5
LINC00254
MS4A8
SRP14-DT
AR
POLL
FAM157A
ADORA1
MRPL41
C1ORF50
NXF1
ESS2
PPP1R2
DRICH1
CNTN1
COL4A6
CRYGA
SNHG5
ACTR5
ALOX15B
RPSA2
KPNA3
SNORA11C
IFT88
LINC02150
ADORA2B
CYLC1
DIAPH3
AKNAD1
PTHLH
RABGEF1
LINC00173
C15ORF61
USP2
C21ORF91
CNTF
RAD50
RRP7A
PPM1A
RIOX2
EIF3M
TMEM61
PARP9
CAP2
GUCY1B2
KLRF1
IL3RA
TMCC1
ATAD5
ADH4
BCS1L
RPRML
SERBP1
RGL3
TMEM277P
CMTM1
GIMAP1-GIMAP5
MIR9-1HG
ASAH2B
SPACA5B
ZNF658
TAOK3
CAP1
SNORD81
DCDC2
RAB6D
FAM53A
CHRNB3
VSTM2B
HTR7P1
STK39
DNAJC28
LINC00550
ZPLD2P
TSPAN9
PLEKHB2
GDF11
KIFC2
OR8B8
LRCH1
SDF2L1
SLC17A5
LINC02101
MAGIX
RPL39
CAV1
ABITRAM
TMEM97
EPN3
SEC23B
CIAPIN1
CDK7
TP53TG3HP
TMEM186
OSMR-DT
ABCC4
H2BC13
SETD6
RPL41
RPAP1
TEDC2
KCNMB4
RNF125
LINC01335
CNTNAP5
DPP9-AS1
DNM1P41
ZNF443
PPP1R21
SSX7
OR2L3
TM7SF2
DYNLT5
TGFBR2
CREB3L1
CDH15
ITGA4
PUSL1
CLDN8
AKAP10
HLA-DMB
TRPM6
OR8U1
CD96
SSX9P
FCGR2A
LCN1
LINC00844
NRG1-IT1
SERPINB7
SNORD116-3
TRAPPC10
CTSH
AICDA
SMIM20
TDRD12
CDH16
ITGA3
PACRG
ZNF585A
INO80C
POGLUT2
LINC00857
ECI1
CREB3
MTUS1
RIOK2
BEND4
TEX26-AS1
MTOR
LOC391322
ADAMTS4
SERPINA13P
BZW1-AS1
PARGP1
PDCD2
TRIB1
ITGA2B
COL1A1
CAPN13
ADAM29
ELOVL6
CFAP100-DT
SESN2
PLK5
TMEM132C
MAPRE3
ANKRD44
LRRC41
TPM1
GPA33
LINC00615
SLMAP
FCGR1BP
PAGE4
WAKMAR2
APOM
DPY19L3
CRYZL2P
NXPH1
CHST3
COL1A2
CDH13
ITGA2
FHDC1
ZNF672
GLYATL1
PPIAP30
FASTKD3
STX6
RCAN3AS
WWP2
MIER3
PFDN6
CRNKL1
GFY
TUSC3
WASL
ADAMTSL2
MIDEAS-AS1
C5ORF58
ADAMTS2
CCDC142
GAGE10
IFNLR1
ZMYM3
NUDT1
ITGA1
TMEM109
SLC16A8
RFLNB
CABCOCO1
COQ7
UGGT1
SLC25A48-AS1
NTN3
MYO1C
KISS1R
WFDC10B
FAS-AS1
TMEM25
LINC02200
ADAMTS3
C2ORF49
TPTE2
RREB1
C19ORF47
CDH12
ISLR
LIX1
PLIN3
MED7
CRABP2
LINC01187
WTAP
PLA2G15
DYNC1H1
DSCC1
PTPN5
SNORD115-14
TRPC7
CDH20
ADAM8
ISL1
STT3B
MFSD10
HTT-AS
SNHG20
ZBTB7A
RPA3
ASB10
OR11H12
HAVCR2
NCOA7
SNORD115-13
WASH2P
SCARNA9L
CDH11
KBTBD6
TLR5
SPINT1
TBC1D15
PTPRZ1
UGT2B15
SNORD115-5
FGD1
AACS
ZNF649-AS1
FCER1G
LINC01621
SNORD115-4
LINC00114
PRB2
YARS1
MYBPC1
RPL38
NR2E1
UGT2B17
N4BP1
CD27-AS1
FCER2
SNORD115-3
KMO
TMED9
MYBL1
NPM1
ELANE
ANGPTL7
CDH9
LMF1
TSPAN7
ZFYVE16
SNORD115-7
MRPL20
UGT8
VWC2L-IT1
EDA2R
ODAD1
LINC00397
KCTD14
GIMAP1
FCER1A
MYB
SH2D4A
MADD
NPHS1
PICALM
SLC26A9
CDH10
ISG20
EXO5
KRT26
ACSM4
E2F3
LINC00348
TSPAN8
KIAA0513
SNORD115-6
PTX3
UMOD
KLRG1
ZBTB10
MS4A2
SNORA33
NPHP1
PDXK
GPSM2
POU2AF2
PPM1K
TP53TG3B
MX2
CDH7
TCF20
RPH3AL
MYO16-AS1
TM4SF4
LINC00572
TMPRSS11F
BIRC6
ENKUR
JADE3
CBX3
ENO1-AS1
FBP1
SNN
ANKRD20A19P
MKNK1
DLK2
TIMD4
MXRA7
BTNL10P
ANKRD18DP
DTX2P1-UPK3BP1-PMS2P11
AGO4
LINC01210
CDH8
SEPTIN7P11
SNORD115-8
DPP8
GRXCR1
PLEKHG5
LINC02891
TSPAN6
ZNF747
FCAR
KLRC4
MB
RRP1
ACMSD
ZNF32-AS3
CNR2
NPC1
OR6P1
ZNF280A
HCG18
SNORD115-11
DCUN1D2
ID4
MTTP
TNP2
LINC03013
CDH5
AURKAIP1
HIF1AN
QRFP
ASTN1
CDH6
NPAT
ARPIN
EFEMP1
HCG17
TAS2R60
GPR137B
SNORD115-10
CHCHD4
CCDC86
KRTAP4-11
SPATA18
C21ORF62
POLQ
RIBC2
PPP4R2
C1QL4
CARD17P
RPL31
RBFADN
ZNF200
MRPL16
MRAP
AAMP
PSMD14-DT
GAL3ST2
CNIH2
C17ORF67
RPL32
SNORD115-12
SPANXN5
MYCT1
FOXD4L5
PWAR1
LINC01191
LINC02201
LTF
LPCAT2
UGP2
GTF3C1
C1ORF127
FOXD4L4
ELSPBP1
NDRG3
IFNG-AS1
KMT2A
TPRX1
BARD1
SMO
PUM3
SPATA31A5
SLC41A3
CATIP-AS1
SMARCB1
RAP2C-AS1
HAGHL
NDRG2
MYO3A
MAGEA9B
MYC
ADORA3
SLC35D1
LINC01933
FTCD
GPKOW
MICAL1
RNLS
LSM5
DIS3L
AEN
ABCA12
SUSD2
RPL34
BRD9
SYTL5
ADPRH
CAPRIN2
HAPLN3
KRT78
NBPF13P
ATF7IP2
CLECL1P
FAR2P1
CERK
MYBPH
PLEKHH2
SLC7A11
ZNF253
RBM15
KIF26A
UGT2B4
RPL35A
PTPRO
RAD51AP2
TTC7B-AS1
PARP1
DEGS1
XPNPEP2
IFNA6
SYDE2
SEMA6D
ST7-AS2
MYBPC3
CLEC12A
CRTC3
SMG1
KIAA1217
MLEC
UGT2B7
BCL2L11
ZNF337
PTPRR
FCGR1A
IZUMO1
SNORD113-1
LINC01664
PARP4
SLC18A3
THOC5
CAPZA2
APOBEC3C
TPRG1L
SH3BP2
LINC03017
MYBPC2
BTNL2
GINS3
PLA2G15
GALNT10
RPL37
STPG2
MED4-AS1
TOX
PTPRS
SRP19
UGT2B10
APBB1IP
NAT9
SPMIP8
VPS37C
MAMSTR
CCDC158
RASGEF1B
TRARG1
ZSCAN18
DENR
SDHAF2
PRSS40A
MYBL2
SUCLG2-DT
DGCR11
KCTD19
PPY2P
LINC01787
NANOG
UBE2U
SPTBN5
ADAM10
KCNJ18
TMUB2
CETN2
ADGRG7
CADM4
RUFY2
ITGA9
EVI5L
ZMYND8
SETD4
RIPK1
FAM153A
ADRA1B
RAD51C
H2BC15
SWI5
PPL
TNRC6C
C1QL2
GLDC
GARIN2
PPP6R3
LINC00924
ARHGAP33
COL4A2
ZNF514
SPEF2
PRR16
SH3BP1
PMM2
ADRA1A
TEX36
RASA4CP
DEFB109B
BCYRN1
COL3A1
PINK1-AS
